* This data was exported from the Dayton Audio Test System: DATS
* Voice Coil: EX32VBDS-4 with button
* Piston Diameter = 0 mm
* f(s)= 42.33 Hz
* R(e)= 3.582 Ohms
* Z(max)= 27.06 Ohms
* Q(ms)= 11.44
* Q(es)= 1.746
* Q(ts)= 1.515
* V(as)= 0 liters     (0 cubic feet)
* L(e)= 0.7456 mH
* n(0)= 0 %
* SPL= 0 1W/1m
* M(ms)= 0 grams
* C(ms)= 0 mm/N
* BL= 0 
* K(r)= 0.01398 
* X(r)= 0.635 
* K(i)= 0.009797 
* X(i)= 0.7148 
*
*
Freq            Impedance       Phase
23.290    	4.223    	25.085    
23.973    	4.250    	26.021    
24.675    	4.320    	27.143    
25.398    	4.361    	28.510    
26.143    	4.466    	30.018    
26.909    	4.643    	31.771    
27.697    	4.776    	33.677    
28.509    	4.934    	35.018    
29.344    	5.186    	36.705    
30.204    	5.477    	37.763    
31.089    	5.717    	38.304    
32.000    	5.783    	40.121    
32.938    	6.002    	44.101    
33.903    	6.858    	48.213    
34.896    	8.074    	50.012    
35.919    	9.511    	49.346    
36.971    	10.982    	47.404    
38.055    	12.784    	45.038    
39.170    	16.205    	39.786    
40.317    	20.941    	28.563    
41.499    	25.617    	10.137    
42.715    	26.335    	-14.156    
43.967    	20.087    	-42.381    
45.255    	12.562    	-49.680    
46.581    	9.678    	-45.389    
47.946    	8.474    	-43.216    
49.351    	7.530    	-41.569    
50.797    	6.837    	-39.452    
52.285    	6.192    	-37.898    
53.817    	5.791    	-35.651    
55.394    	5.507    	-34.310    
57.018    	5.202    	-32.916    
58.688    	4.906    	-29.873    
60.408    	4.641    	-27.357    
62.178    	4.447    	-26.060    
64.000    	4.306    	-23.505    
65.875    	4.335    	-19.490    
67.806    	4.491    	-17.833    
69.792    	4.350    	-18.970    
71.838    	4.243    	-17.799    
73.943    	4.189    	-15.878    
76.109    	4.099    	-14.238    
78.339    	4.030    	-12.904    
80.635    	4.019    	-12.510    
82.998    	3.989    	-12.548    
85.430    	3.967    	-12.022    
87.933    	3.940    	-11.163    
90.510    	3.963    	-9.599    
93.162    	3.983    	-8.345    
95.892    	3.984    	-6.832    
98.701    	3.960    	-5.889    
101.594    	3.951    	-4.936    
104.571    	3.941    	-4.189    
107.635    	3.926    	-3.826    
110.789    	3.937    	-3.468    
114.035    	3.973    	-2.857    
117.377    	4.011    	-2.157    
120.816    	4.027    	-1.318    
124.356    	4.024    	-0.828    
128.000    	4.013    	-1.075    
131.751    	3.993    	-0.852    
135.611    	3.968    	-0.203    
139.585    	3.964    	0.200    
143.675    	3.982    	0.902    
147.885    	3.975    	1.620    
152.219    	3.981    	1.709    
156.679    	3.987    	2.011    
161.270    	3.967    	2.515    
165.995    	3.944    	2.845    
170.860    	3.931    	3.137    
175.866    	3.925    	3.800    
181.019    	3.916    	4.395    
186.324    	3.907    	5.193    
191.783    	3.895    	5.994    
197.403    	3.888    	6.585    
203.187    	3.892    	7.252    
209.141    	3.886    	7.972    
215.269    	3.893    	8.597    
221.577    	3.907    	9.440    
228.070    	3.915    	10.209    
234.753    	3.927    	10.933    
241.632    	3.941    	11.664    
248.712    	3.959    	12.417    
256.000    	3.972    	13.126    
263.501    	3.995    	13.823    
271.223    	4.016    	14.495    
279.170    	4.039    	15.189    
287.350    	4.064    	15.916    
295.770    	4.088    	16.602    
304.437    	4.114    	17.294    
313.358    	4.141    	17.978    
322.540    	4.171    	18.675    
331.991    	4.204    	19.363    
341.719    	4.234    	20.049    
351.732    	4.269    	20.760    
362.039    	4.305    	21.430    
372.647    	4.346    	22.107    
383.567    	4.384    	22.794    
394.806    	4.423    	23.453    
406.375    	4.469    	24.136    
418.282    	4.522    	24.826    
430.539    	4.573    	25.306    
443.155    	4.604    	25.953    
456.140    	4.646    	26.619    
469.506    	4.694    	27.287    
483.264    	4.746    	27.965    
497.424    	4.802    	28.635    
512.000    	4.859    	29.297    
527.003    	4.919    	29.955    
542.445    	4.980    	30.604    
558.340    	5.042    	31.315    
574.701    	5.106    	31.943    
591.541    	5.175    	32.590    
608.874    	5.246    	33.204    
626.715    	5.319    	33.877    
645.080    	5.401    	34.506    
663.982    	5.481    	35.194    
683.438    	5.566    	35.854    
703.464    	5.659    	36.484    
724.077    	5.759    	37.034    
745.294    	5.856    	37.430    
767.133    	5.926    	37.974    
789.612    	6.024    	38.866    
812.749    	6.181    	39.688    
836.565    	6.405    	39.412    
861.078    	6.345    	38.442    
886.309    	6.337    	39.991    
912.280    	6.466    	41.146    
939.012    	6.603    	41.913    
966.527    	6.760    	42.517    
994.849    	6.861    	42.856    
1024.000    	6.964    	43.766    
1054.005    	7.119    	44.670    
1084.890    	7.301    	45.537    
1116.680    	7.507    	46.331    
1149.401    	7.776    	46.952    
1183.081    	8.018    	46.586    
1217.748    	8.092    	46.954    
1253.431    	8.300    	48.133    
1290.159    	8.605    	49.412    
1327.964    	9.036    	50.575    
1366.876    	9.690    	51.921    
1406.929    	10.751    	52.202    
1448.155    	13.125    	50.252    
1490.589    	15.768    	27.922    
1534.266    	9.817    	11.707    
1579.224    	7.658    	26.276    
1625.499    	7.597    	33.841    
1673.129    	7.765    	39.024    
1722.156    	8.095    	42.151    
1772.619    	8.410    	44.169    
1824.561    	8.691    	45.604    
1878.024    	8.957    	46.740    
1933.055    	9.209    	47.658    
1989.697    	9.462    	48.445    
2048.000    	9.707    	49.105    
2108.011    	9.953    	49.677    
2169.780    	10.202    	50.185    
2233.360    	10.440    	50.532    
2298.802    	10.650    	51.021    
2366.162    	10.900    	51.486    
2435.496    	11.139    	51.902    
2506.862    	11.388    	52.331    
2580.318    	11.642    	52.686    
2655.927    	11.906    	53.043    
2733.752    	12.176    	53.362    
2813.857    	12.458    	53.647    
2896.309    	12.733    	53.814    
2981.178    	12.990    	54.093    
3068.533    	13.280    	54.401    
3158.448    	13.578    	54.610    
3250.997    	13.967    	54.736    
3346.259    	14.105    	54.160    
3444.312    	14.318    	54.975    
3545.238    	14.639    	55.317    
3649.121    	14.956    	55.594    
3756.049    	15.280    	55.837    
3866.109    	15.605    	56.041    
3979.395    	15.940    	56.250    
4096.000    	16.279    	56.420    
4216.022    	16.619    	56.603    
4339.561    	16.967    	56.764    
4466.720    	17.323    	56.928    
4597.605    	17.689    	57.078    
4732.325    	18.058    	57.224    
4870.992    	18.435    	57.371    
5013.723    	18.822    	57.507    
5160.637    	19.219    	57.617    
5311.855    	19.615    	57.701    
5467.504    	20.004    	57.816    
5627.714    	20.419    	57.944    
5792.619    	20.842    	58.076    
5962.355    	21.276    	58.186    
6137.066    	21.712    	58.284    
6316.896    	22.158    	58.387    
6501.995    	22.615    	58.487    
6692.518    	23.090    	58.575    
6888.623    	23.568    	58.631    
7090.476    	24.049    	58.694    
7298.242    	24.530    	58.770    
7512.097    	25.021    	58.854    
7732.218    	25.532    	58.958    
7958.790    	26.057    	59.024    
8192.000    	26.587    	59.117    
8432.044    	27.143    	59.176    
8679.122    	27.695    	59.202    
8933.439    	28.238    	59.250    
9195.209    	28.807    	59.335    
9464.649    	29.402    	59.415    
9741.985    	30.002    	59.449    
10027.447    	30.589    	59.514    
10321.273    	31.221    	59.589    
10623.710    	31.867    	59.600    
10935.008    	32.483    	59.637    
11255.428    	33.131    	59.712    
11585.238    	33.804    	59.784    
11924.711    	34.493    	59.847    
12274.132    	35.199    	59.900    
12633.791    	35.922    	59.946    
13003.989    	36.655    	59.969    
13385.035    	37.382    	59.996    
13777.247    	38.134    	60.044    
14180.951    	38.908    	60.084    
14596.485    	39.690    	60.109    
15024.194    	40.482    	60.162    
15464.437    	41.301    	60.198    
15917.579    	42.138    	60.236    
16384.000    	42.992    	60.271    
16864.088    	43.861    	60.289    
17358.243    	44.724    	60.310    
17866.879    	45.607    	60.338    
18390.418    	46.480    	60.369    
18929.299    	47.364    	60.392    
19483.969    	48.230    	60.425    
20054.893    	49.106    	60.482    
20642.546    	49.953    	60.516    
