* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 0 mm
* f(s)= 97.57 Hz
* R(e)= 3.628 Ohms
* Z(max)= 49.45 Ohms
* Q(ms)= 10.78
* Q(es)= 0.8534
* Q(ts)= 0.7907
* V(as)= 0 liters     (0 cubic feet)
* L(e)= 0.6176 mH
* n(0)= 0 %
* SPL= 0 1W/1m
* M(ms)= 0 grams
* C(ms)= 0 mm/N
* BL= 0 
* K(r)= 0.01644 
* X(r)= 0.6168 
* K(i)= 0.008425 
* X(i)= 0.7298 
*
*
Freq            Impedance       Phase
1.029    	3.629    	1.323    
1.059    	3.629    	1.323    
1.091    	3.629    	1.323    
1.122    	3.629    	1.323    
1.155    	3.629    	1.323    
1.189    	3.629    	1.323    
1.224    	3.629    	1.323    
1.260    	3.629    	1.323    
1.297    	3.629    	1.323    
1.335    	3.631    	1.361    
1.374    	3.631    	1.361    
1.414    	3.631    	1.361    
1.456    	3.631    	1.361    
1.498    	3.631    	1.361    
1.542    	3.631    	1.361    
1.587    	3.631    	1.361    
1.634    	3.631    	1.361    
1.682    	3.633    	1.487    
1.731    	3.633    	1.487    
1.782    	3.633    	1.487    
1.834    	3.633    	1.487    
1.888    	3.633    	1.487    
1.943    	3.633    	1.487    
2.000    	3.637    	1.718    
2.059    	3.637    	1.718    
2.119    	3.637    	1.718    
2.181    	3.637    	1.718    
2.245    	3.637    	1.718    
2.311    	3.637    	1.718    
2.378    	3.632    	1.968    
2.448    	3.632    	1.968    
2.520    	3.632    	1.968    
2.594    	3.632    	1.968    
2.670    	3.623    	2.224    
2.748    	3.623    	2.224    
2.828    	3.623    	2.224    
2.911    	3.623    	2.224    
2.997    	3.625    	2.476    
3.084    	3.625    	2.476    
3.175    	3.625    	2.476    
3.268    	3.625    	2.476    
3.364    	3.639    	2.767    
3.462    	3.639    	2.767    
3.564    	3.639    	2.767    
3.668    	3.647    	3.092    
3.775    	3.647    	3.092    
3.886    	3.647    	3.092    
4.000    	3.649    	3.382    
4.117    	3.649    	3.382    
4.238    	3.649    	3.382    
4.362    	3.634    	3.629    
4.490    	3.634    	3.629    
4.621    	3.634    	3.629    
4.757    	3.631    	3.871    
4.896    	3.631    	3.871    
5.040    	3.636    	4.135    
5.187    	3.636    	4.135    
5.339    	3.637    	4.419    
5.496    	3.637    	4.419    
5.657    	3.634    	4.698    
5.823    	3.634    	4.698    
5.993    	3.637    	4.960    
6.169    	3.637    	4.960    
6.350    	3.650    	5.221    
6.536    	3.650    	5.221    
6.727    	3.664    	5.483    
6.924    	3.664    	5.483    
7.127    	3.675    	5.739    
7.336    	3.681    	5.992    
7.551    	3.681    	5.992    
7.772    	3.677    	6.247    
8.000    	3.664    	6.507    
8.234    	3.664    	6.507    
8.476    	3.659    	6.769    
8.724    	3.665    	7.031    
8.980    	3.673    	7.300    
9.243    	3.673    	7.300    
9.514    	3.676    	7.573    
9.792    	3.680    	7.846    
10.079    	3.687    	8.119    
10.375    	3.696    	8.392    
10.679    	3.704    	8.654    
10.992    	3.707    	8.907    
11.314    	3.707    	9.162    
11.645    	3.706    	9.422    
11.986    	3.707    	9.685    
12.338    	3.710    	9.954    
12.699    	3.710    	10.234    
13.071    	3.708    	10.524    
13.454    	3.712    	10.812    
13.849    	3.721    	11.089    
14.254    	3.733    	11.354    
14.672    	3.746    	11.736    
15.102    	3.759    	12.092    
15.545    	3.767    	12.317    
16.000    	3.770    	12.684    
16.469    	3.766    	13.088    
16.951    	3.768    	13.504    
17.448    	3.779    	13.940    
17.959    	3.792    	14.400    
18.486    	3.807    	14.840    
19.027    	3.820    	15.256    
19.585    	3.836    	15.803    
20.159    	3.856    	16.188    
20.749    	3.869    	16.548    
